AccountID,TransactionID,TransactionAmount,TransactionCurrencyCode,LocalHour,TransactionScenario,TransactionType,TransactionIPaddress,IpState,IpPostalCode,IpCountry,IsProxyIP,BrowserLanguage,PaymentInstrumentType,CardType,PaymentBillingPostalCode,PaymentBillingState,PaymentBillingCountryCode,ShippingPostalCode,ShippingState,ShippingCountry,CvvVerifyResult,DigitalItemCount,PhysicalItemCount,TransactionDateTime
B7889774922982241,GEE44G5O-N5S6-02XD-TDQM-ZXTVB3TL4JE8,423.31,USD,8,A,P,72.9,new york,13209,us,FALSE,en-US,PAYPAL,VISA,13209,NY,US,13209,NY,US,M,10,1,3/17/2007 20:34
V8026158445039341,AE0HX3K9-U9NU-M7KQ-WUAS-VAIJKDG4E7YQ,1506.73,GBP,6,A,P,114.169,kagoshima,890-0000,jp,FALSE,ja-JP,CREDITCARD,VISA,899-0204,????,JP,899-0204,????,JP,M,5,14,2/28/2007 13:58
H7600684433525809,F76UC1D2-DCO2-4XXO-X86C-UIK9IMENIJW7,860.17,USD,5,A,P,94.6,greater london,sw1v,gb,FALSE,en-US,CREDITCARD,MC,,,GB,,,GB,M,8,9,3/10/2007 8:21
Q8768712514009031,6ZTUAQKN-6RSB-IN5E-ARQW-9891F9H2TXMM,596.24,USD,8,A,P,68.51,florida,34116,us,FALSE,en-CA,CREDITCARD,MC,P7B6Z6,ON,CA,P7B6Z6,ON,CA,M,2,18,7/21/2007 3:44
F6168297259974034,DZ20NXTS-KRLC-5NN4-7783-IH40JV2JZ0VV,256.57,USD,21,A,P,70.195,missouri,63139,us,TRUE,en-US,PAYPAL,MC,24974,WV,US,24974,WV,US,M,7,1,3/1/2007 17:35
G8686888118254872,E1DJRS45-RDNC-3ETV-SC95-L2UWBX4NXAT6,517.83,USD,10,A,P,98.117,new york,14211,us,FALSE,en-US,CREDITCARD,,,,US,,,US,M,3,16,4/5/2007 10:44
K6267162389084167,1H8O38L2-OMZK-IN93-VTGM-KPM15WGGQXR5,250.85,USD,5,A,P,203.45,new south wales,1005,au,FALSE,en-AU,CREDITCARD,VISA,2025,New South Wales,AU,2025,New South Wales,AU,M,2,18,5/31/2007 18:24
E8311774199313390,RMC5GJTU-MRJ2-PSE2-R11H-387OAVN90GTT,305.59,USD,13,A,P,91.205,moskovskaya oblast',143400,ru,FALSE,ru-RU,CREDITCARD,DISCOVER,143443,,RU,143443,,RU,,8,16,9/26/2007 15:16
G7066159654981714,SFASLEC8-4FW1-M2SU-64CH-CH0J5RH59ART,1430.9,CAD,13,A,P,65.82,louisiana,71108,us,FALSE,en-US,CREDITCARD,,71432,LA,US,71432,LA,US,M,6,16,3/6/2007 22:45
Q5842315122208326,FC5AR4Z7-6NZT-EITK-NDU0-NSYFAEO9MSYD,425.86,USD,15,A,P,69.119,new jersey,8872,us,FALSE,en-US,CREDITCARD,VISA,,,US,,,US,M,10,24,3/10/2007 9:45
C7267915773016389,1QGIRCW1-XAFW-JTEU-6EPE-18H03C4KXA4S,1892.93,USD,7,A,P,71.88,connecticut,6470,us,FALSE,en-US,CREDITCARD,VISA,6468,CT,US,6468,CT,US,M,1,3,8/17/2007 0:52
N1709547036444171,BIANWZAS-YXL3-F4CY-HDLD-FMJAEX22GH2N,300.53,USD,20,A,P,167.22,california,95122,us,FALSE,en-US,CREDITCARD,VISA,95350,CA,US,95350,CA,US,M,1,2,2/13/2007 11:27
O8443816189714136,EO3BI0XS-E20U-3DZP-PQ6D-SI7LOKXIAHMU,15.74,USD,22,A,P,72.13,hawaii,96740,us,FALSE,en-US,CREDITCARD,VISA,96750,HI,US,96750,HI,US,M,0,11,6/2/2007 17:16
Z2847157249575466,VEF28UXI-DND5-LTPJ-0MIZ-1QLPBBJDQKTD,312.22,USD,5,A,P,70.33,virginia,22980,us,FALSE,en-US,CREDITCARD,VISA,22939,VA,US,22939,VA,US,M,1,4,2/22/2007 11:17
U2050503737935215,H33M6DXT-V6V8-X6KM-D6PI-XQ26M39OR2SN,1067.16,USD,17,A,P,128.127,overijssel,7427,nl,FALSE,nl-NL,CREDITCARD,VISA,7414 HD,Overijssel,NL,7414 HD,Overijssel,NL,M,10,20,4/11/2007 10:38
N3885415762537260,REM240FN-TEF1-UN0G-MKHT-YMA7A90WC1FZ,1574.52,USD,22,A,P,198.101,california,90505,us,FALSE,en-US,CREDITCARD,VISA,,,US,,,US,M,3,1,2/10/2007 12:12
I5631403961427485,Y7COFEWW-EPMT-9D0L-LJ27-RP7XEJ4H04DT,785.8,USD,13,A,P,223.218,fukushima,970-0000,jp,FALSE,ja-JP,CREDITCARD,AMEX,962-0486,???,JP,962-0486,???,JP,M,6,3,3/18/2007 11:50
R1325922877108935,SF7GK1ZH-GQFX-TWJS-W0RL-GROALSSSI59C,43.86,USD,14,A,P,100.1,new jersey,7103,us,FALSE,en-US,PAYPAL,MC,8736,NJ,US,8736,NJ,US,M,7,2,2/10/2007 12:12
C5111711799915300,J2AX8NI2-L29B-A2TU-HSOS-SN68DCLDZA0T,455.04,USD,10,A,P,173.18,iowa,52401,us,FALSE,en-US,CREDITCARD,VISA,,,US,,,US,M,1,19,2/22/2007 17:02
A7702124584643477,AYHF1GNU-GBHO-XET0-86HV-H4GWXQFVY1NW,1722.83,BRL,20,A,P,41.204,zanzibar urban/west,0,tz,FALSE,en-TZ,CREDITCARD,AMEX,40700,,TZ,40700,,TZ,M,3,1,11/25/2007 21:47
T3195896945963470,5ROXALWP-0L7F-HN26-ZS8Y-OEA72XQN63PM,1812.52,USD,16,A,P,64.196,iowa,50307,us,FALSE,en-US,CREDITCARD,VISA,50021,IA,US,50021,IA,US,M,3,5,3/22/2007 6:01
L4043649711554229,VG7QLW6I-GWTU-NRQL-GG7C-0IEKSEPI61MM,12.64,GBP,9,A,P,96.26,maryland,21201,us,FALSE,en-US,CREDITCARD,,21230,MD,US,21230,MD,US,X,6,20,11/7/2007 13:36
D5663813597892200,VRXOYENV-CXRF-P00X-AT27-GGWG7RLBOCS6,992.96,NGN,17,A,P,99.68,texas,77007,us,FALSE,en-US,CREDITCARD,,77386,TX,US,77386,TX,US,M,6,0,2/11/2007 0:13
G9422658822698619,PNHJHB90-RE5F-GHM7-LUT0-W6KZ466T9XJ3,1270.13,ARS,19,A,P,74.142,kentucky,42104,us,FALSE,en-US,CREDITCARD,MC,42101,KY,US,42101,KY,US,M,2,1,2/10/2007 19:09
M1250819161762524,J02ZE91M-4KOZ-OWL2-PW89-TVGPPP5AP5ET,608.09,USD,12,A,P,76.78,pennsylvania,15222,us,FALSE,en-US,CREDITCARD,VISA,,,,,,,M,4,13,3/1/2007 0:47
U6977170296993733,JNTHOLHG-N0PB-YFJ6-G6ZO-OQGILTZRGJK9,34.53,DKK,5,A,P,95.19,barcelona,8001,es,TRUE,eu-ES,CREDITCARD,MC,8201,Barcelona,ES,8201,Barcelona,ES,M,8,0,3/12/2007 19:29
X1105332542661625,D13RPM05-E4G6-9GMD-CVMM-OB64OSKDJ0HV,884.43,USD,11,A,P,99.251,ontario,l4m 1a1,ca,FALSE,en-CA,PAYPAL,VISA,M9A 4G7,ON,CA,M9A 4G7,ON,CA,M,9,11,3/9/2007 7:27
G8095969724539704,Z2BZCR00-CNJU-JDOT-LZ95-EJ2GUNFWKJAX,1492.53,USD,10,A,P,203.41,new south wales,1005,au,FALSE,en-AU,CREDITCARD,VISA,3103,Victoria,AU,3103,Victoria,AU,M,0,14,2/14/2007 15:23
N7642394597066014,DVO9XJMX-WFKF-VLHN-KJ7L-X1CEI28PU0NY,189.82,BRL,16,A,P,128.186,florida,32306,us,FALSE,en-US,CREDITCARD,VISA,28601,NC,US,28601,NC,US,M,9,2,12/15/2007 12:28
G7738552445914923,9TG4AAYI-RACJ-JKM7-QY0S-70LUJA2MCE2B,1226.14,USD,16,A,P,173.62,pennsylvania,19133,us,FALSE,en-US,CREDITCARD,,48221,MI,US,48221,MI,US,M,9,20,1/7/2008 5:16
I1041818351243483,42VGZAM4-QYKL-3HCO-P88Z-6ISI270X7S29,576.73,USD,15,A,P,72.201,arizona,85013,us,FALSE,en-US,PAYPAL,MC,50125,IA,US,50125,IA,US,M,2,22,4/15/2007 16:03
S9388104141722196,Y3OV1W2P-X83Z-S9YG-DAMH-8VF89BPZKW5G,1450.48,USD,6,A,P,69.84,florida,33317,us,FALSE,en-US,CREDITCARD,VISA,,,US,,,US,M,1,23,8/28/2007 4:35
M1588602470981003,1UUBEM6U-WV8V-81NS-X44E-R8D4S3A2ITLE,429.26,EUR,10,A,P,178.188,steiermark,8010,at,FALSE,de-AT,CREDITCARD,VISA,8010,,AT,8010,,AT,,9,8,8/28/2007 7:59
O1688247669209169,04O7VQVV-N62H-OTK4-9X07-E6H0JC9H2R4E,128.71,USD,8,A,P,192.122,kentucky,41099,us,FALSE,en-US,CREDITCARD,VISA,41018,KY,US,41018,KY,US,M,10,10,10/8/2007 23:55
B1398604060728322,KSYIBDBL-GRRO-H4E4-9ZN4-Q19GCPB8QRUX,1767.35,EUR,14,A,P,83.83,zuid-holland,2550,nl,FALSE,nl-NL,CREDITCARD,VISA,,,NL,,,NL,M,0,4,2/20/2007 23:50
Y6642878890394476,2RBCBY7E-R18H-NFZI-BPMJ-EWA3H192DI91,1278.21,USD,5,A,P,124.17,queensland,4000,au,FALSE,en-AU,CREDITCARD,VISA,4066,Queensland,AU,4066,Queensland,AU,M,4,16,7/5/2007 2:44
R8898758558487400,IIMNXF4B-1GVK-49D5-7Q4P-BHWIOD6Z24JK,1879.18,USD,8,A,P,108.88,california,93940,us,FALSE,en-US,CREDITCARD,MC,93444,CA,US,93444,CA,US,M,0,6,2/10/2007 15:45
F5598448410783779,8GZ1D4SU-M9LT-T64L-M7YG-LM9OLT9B1ADO,857.68,USD,6,A,P,86.173,greater london,e14,gb,FALSE,en-GB,CREDITCARD,VISA,SW18 4SA,,GB,SW18 4SA,,GB,M,3,20,5/13/2007 2:03
U4719545814378068,OU975CZB-XT84-VGZZ-NRO9-CMKG0CU9S6YJ,557.33,USD,0,A,P,121.75,auckland,1001,nz,FALSE,en-NZ,CREDITCARD,MC,7958,,NZ,7958,,NZ,,5,4,8/16/2007 21:41
S7898988480103298,I4E818RT-BPVT-0H1A-VDIQ-LFRGNCZRT207,669.05,USD,18,A,P,24.37,quebec,h2y 2j7,ca,FALSE,fr-CA,CREDITCARD,DISCOVER,G1V4W2,QC,CA,G1V4W2,QC,CA,M,0,4,7/1/2007 6:42
T3884249024567620,3FKG62YH-Y0I1-VEGK-CQ9N-XK8TRXEBOIQA,1171.95,USD,4,A,P,68.53,tennessee,37203,us,FALSE,en-US,PAYPAL,,37203,TN,US,37203,TN,US,M,7,17,12/27/2007 2:36
C1946127234088290,LDJ33LII-GSLI-AX3X-KAXI-P1GB7HCEVL83,255.96,USD,14,A,P,76.4,florida,32812,us,FALSE,en-US,CREDITCARD,VISA,33872,FL,US,33872,FL,US,M,0,1,2/27/2007 0:37
V3000224751019714,Y880QUTW-WP1F-ZFVW-VYMJ-AUFF2001GN6P,503.82,USD,6,A,P,173.79,district of columbia,20026,us,FALSE,en-US,CREDITCARD,VISA,20817,MD,US,20817,MD,US,M,5,1,2/10/2007 21:22
D3052100865546240,57OF5AGI-F0BT-RK37-EPZ5-A7TEV6HRUZ1X,147.93,USD,12,A,P,72.21,minnesota,55345,us,FALSE,en-US,CREDITCARD,MC,,,US,,,US,M,1,9,5/29/2007 20:33
W9919919213806831,9XEXYAS9-BDU9-G8O5-DUIQ-0JEK3CIF6XVT,362.81,USD,8,A,P,72.165,washington,98168,us,FALSE,en-US,CREDITCARD,MC,98042,WA,US,98042,WA,US,M,8,2,7/10/2007 9:45
H3561809526938477,35W7QK2O-I6GL-2HBP-Z4DE-0L9YNJ1JL90O,1383.75,USD,11,A,P,76.202,illinois,60126,us,FALSE,en-US,CREDITCARD,VISA,61348,IL,US,61348,IL,US,M,5,2,7/13/2007 5:18
J3141672396351878,36PZT24T-UHSX-YIO5-1Z94-DRND934NF1LS,702.76,USD,17,A,P,72.238,florida,32812,us,FALSE,en-US,CREDITCARD,VISA,32712,FL,US,32712,FL,US,M,4,13,2/28/2007 14:33
A4245266494806059,YR8YZVFW-W0DC-502L-C39Y-IH94RCJRUDKV,1007.24,SEK,1,A,P,74.248,tennessee,37777,us,FALSE,en-US,CREDITCARD,VISA,37890,TN,US,37890,TN,US,M,7,24,4/15/2007 2:23
L8244748218435230,D8HN75V8-4A7I-U0CP-QB7X-1ZJXE21JF7TR,616.64,CAD,11,A,P,216.15,new york,14534,us,FALSE,en-US,PAYPAL,VISA,46176,IN,US,46176,IN,US,M,4,16,2/10/2007 15:40
I3526363133167697,B8S5BCM6-1F0J-AI9X-ZK3N-EACGXD2NJS84,679.34,EUR,19,A,P,186.188,lara,3001,ve,FALSE,en-US,CREDITCARD,AMEX,33315,FL,US,33315,FL,US,,10,23,2/10/2007 10:34
Q5301289182371111,6R71YBZL-5PF3-1RKR-4671-TF3NCHOKK8B0,1309.54,USD,6,A,P,96.231,district of columbia,20026,us,FALSE,en-US,CREDITCARD,MC,22554,VA,US,22554,VA,US,M,8,8,2/18/2007 11:48
B3049396765359307,JPI1CYH9-7PQ4-B2E2-AA89-UXLUWNI387XH,1028,USD,21,A,P,205.179,california,95122,us,FALSE,en-US,PAYPAL,VISA,95010,CA,US,95010,CA,US,M,5,14,9/15/2007 2:34
Y7333222355404440,8DOQ5TIV-1280-POVD-9F5P-IZ3NZCCNNMIW,1491.06,USD,7,A,P,95.93,lisboa,1900-798,pt,FALSE,pt-PT,CREDITCARD,,2780-006,,PT,2780-006,,PT,M,7,6,5/26/2007 3:10
S5438483374825599,ACT4NDDZ-OI3D-PSWN-V4GR-DEWHPLKPIQV9,899.48,GBP,13,A,P,83.199,seine-et-marne,77400,fr,NA,fr-FR,CREDITCARD,AMEX,45320,,FR,45320,,FR,M,1,20,2/11/2007 0:19
P9400802346003812,U974RJI6-C21X-QA2G-LFHC-PUPGEL4PZX4D,640.28,USD,18,A,P,96.248,new york,12601,us,FALSE,en-US,CREDITCARD,VISA,12524,NY,US,12524,NY,US,M,4,3,3/10/2007 7:03
K7242323655264337,IY0PZ8O1-Y338-8M58-631W-V3MJDKK4FYKH,1335.28,USD,7,A,P,68.98,arizona,85013,us,FALSE,en-US,PAYPAL,,85375,AZ,US,85375,AZ,US,M,3,8,12/7/2007 15:38
L4402484962891537,FMF5TDHL-B9YA-6K3O-LDX5-BOONI1GY54A3,372.52,USD,19,A,P,67.224,iowa,50208,us,FALSE,en-US,CREDITCARD,VISA,50054,IA,US,50054,IA,US,M,6,16,6/15/2007 17:52
A3618811355894685,YDWH1YSJ-R7E7-DBPE-U8XQ-436SRKJH2QF8,264.48,USD,8,A,P,76.95,california,92805,us,FALSE,en-US,CREDITCARD,VISA,92808,CA,US,92808,CA,US,M,4,22,5/16/2007 18:59
B8196229081678154,9SGZYTNV-YVEQ-8J77-QITM-98HN79CGZLJS,996.3,EUR,9,A,P,78.147,greater london,se17,gb,FALSE,en-GB,CREDITCARD,MC,BS163SA,,GB,BS163SA,,GB,M,3,19,4/29/2007 8:46
L4214353010335429,MU8BRWQ7-ID3S-F3A3-AOT8-4TERV4S19U7O,420.91,USD,18,A,P,12.197,texas,75207,us,FALSE,en-US,CREDITCARD,MC,71450,LA,US,71450,LA,US,M,9,24,5/20/2007 20:09
R3280132417292370,DXF5X3IW-RWF7-W26I-4ZH2-K7UI8KYFYY34,1003.02,USD,18,A,P,107.205,california,93704,us,FALSE,en-US,CREDITCARD,,93705,CA,US,93705,CA,US,M,8,16,3/13/2007 4:14
N8547326216859493,HKS7A34E-TB4P-GP4F-VN35-7VNQLNQFCYH0,495.6,USD,6,A,P,208.124,illinois,61938,us,FALSE,en-US,CREDITCARD,VISA,61920,IL,US,61920,IL,US,M,10,25,3/30/2007 17:49
V9510580198254598,J03H9ZBM-U0UE-8YRJ-4RPV-FUJKBRAQZLZV,1281.07,USD,4,A,P,108.72,arkansas,71603,us,FALSE,en-US,CREDITCARD,VISA,60625,IL,US,60625,IL,US,,9,5,6/25/2007 22:37
W9263471322715163,PR4FQB2F-K90Y-ZK6Z-DFAP-NQAYE7DAV6SK,1049.39,USD,2,A,P,66.8,hawaii,96788,us,FALSE,en-US,CREDITCARD,MC,96707,HI,US,96707,HI,US,M,9,23,3/7/2007 8:41
A6571532871883238,0UGTS2HY-RH3C-2RNO-18R4-U4QD90RQS815,919.6,USD,9,A,P,76.22,washington,98007,us,FALSE,en-US,PAYPAL,VISA,98074,WA,US,98074,WA,US,,0,16,10/8/2007 16:09
H5391335756143242,4GVWQAQE-5V08-GNMT-LTO3-GTIADQ868FKY,456.3,USD,12,A,P,216.15,new york,14534,us,FALSE,en-US,CREDITCARD,AMEX,30087,GA,US,30087,GA,US,M,6,2,5/17/2007 15:50
B9359100849444863,RODP87WG-X6XX-T1N1-463O-8V4513O4A8Z7,366.54,AUD,18,A,P,67.189,oregon,97060,us,FALSE,en-US,CREDITCARD,VISA,,,US,,,US,M,6,3,4/17/2007 12:03
W5742767475349627,6EMZBR6Q-AK00-T4I8-WW39-6GSH6TVL8CU3,1036.19,CAD,11,A,P,173.175,texas,75219,us,FALSE,en-US,CREDITCARD,,,,US,,,US,M,1,20,10/11/2007 14:08
Q5137648134367427,8K0I1WYG-4II1-II0P-Z8KE-ZV8PIHW6CZP3,1428.36,GBP,21,A,P,76.241,arkansas,72205,us,FALSE,en-US,CREDITCARD,VISA,72032,AR,US,72032,AR,US,M,3,14,5/6/2007 2:04
H9244298946277163,PJKKDX07-0U70-WRIA-9HF0-5VBZR4LBJFGH,1880.57,BRL,13,A,P,82.5,hertfordshire,sg1,gb,FALSE,en-GB,CREDITCARD,VISA,SG2 8TG,,GB,SG2 8TG,,GB,M,6,7,2/10/2007 18:43
N4898588639128579,EB89PEYR-5HWX-G68X-AP6C-2LEIGWMQB91J,209.64,AUD,6,A,P,80.198,hovedstaden,1787,dk,FALSE,de-DE,PAYPAL,VISA,2950,,DE,2950,,DE,M,9,5,2/20/2007 21:39
I5288455265957813,7F2WPULR-XEWR-O2LR-64IM-QDLZC2XYNWPW,309.55,NOK,13,A,P,67.55,iowa,51039,us,FALSE,en-US,CREDITCARD,,51030,IA,US,51030,IA,US,M,2,7,2/10/2007 11:31
M5556850096392906,V0OR5Q7P-UN47-90OG-GVKK-996OG1CLD98Y,1662.56,USD,11,A,P,206.125,oregon,97204,us,FALSE,en-US,CREDITCARD,VISA,97394,OR,US,97394,OR,US,M,5,9,2/10/2007 17:01
U5606862817353797,1XWEKR51-IMZ3-ABW0-5MRU-5OXJOOZIHU48,500.61,JPY,8,A,P,74.6,georgia,30309,us,FALSE,en-US,CREDITCARD,VISA,21617,MD,US,21617,MD,US,M,10,0,11/8/2007 5:35
X1379942518131645,15PGB3FS-D5Z1-IVU8-YZ5J-IRIAF785KYAU,323.61,USD,8,A,P,99.189,texas,75081,us,FALSE,en-US,CREDITCARD,MC,,,US,,,US,M,2,14,4/26/2007 10:53
F4244808423997603,VOAWG893-VQJJ-VB90-EYTE-WSHOJS35ADCJ,220.23,USD,2,A,P,92.151,paris,75001,fr,FALSE,fr-FR,CREDITCARD,VISA,75014,,FR,75014,,FR,M,2,19,2/19/2007 7:51
F5417840461881217,E03UKY6H-6AZ5-EMFO-R9IA-5SGHB47P5R6V,745.46,USD,2,A,P,216.15,new york,14534,us,NA,en-CA,CREDITCARD,MC,T9K 2R1,AB,CA,T9K 2R1,AB,CA,M,10,3,5/21/2007 1:27
Z9790924541317507,O20I7ELK-Y24C-VCYY-Y4O2-TVJT0W21N428,1934.58,BRL,16,A,P,174.5,ontario,p6a 1a1,ca,FALSE,en-CA,CREDITCARD,VISA,P6A 5W5,ON,CA,P6A 5W5,ON,CA,M,0,4,10/18/2007 18:44
E3088341930011258,BI5XD5RB-ZH8S-P7I1-SJ6L-DXI7PCMNHT00,1587.83,USD,10,A,P,138.236,minnesota,56082,us,FALSE,en-US,CREDITCARD,MC,55350,MN,US,55350,MN,US,M,2,10,4/26/2007 13:31
P9109750859101742,G0Y1KX5Y-RST1-O95O-7KK9-FSXUM09ZERAA,1197.16,CAD,11,A,P,87.5,hovedstaden,2630,dk,FALSE,da-DK,CREDITCARD,VISA,4000,,DK,4000,,DK,M,4,8,6/17/2007 4:15
J8912571679413044,43RP8MD9-7ZHN-MKD8-FBAP-LUK2R2X3T5JT,1712.45,SEK,5,A,P,50.128,florida,33418,us,FALSE,en-US,CREDITCARD,MC,33418,FL,US,33418,FL,US,M,3,3,2/26/2007 13:50
A4186423192184985,MBBQEM3P-LKAP-S7GQ-Y7QZ-BOF8DTYX8F0X,43.34,SGD,14,A,P,220.239,new south wales,4502,au,FALSE,en-AU,CREDITCARD,VISA,2106,New South Wales,AU,2106,New South Wales,AU,M,10,17,11/7/2007 16:00
T1393586924752151,5TPMKFVE-RMDG-6OUA-OYY5-IJI7T3GEFYA2,1729.69,USD,13,A,P,190.188,ciudad de buenos aires,1000,ar,FALSE,es-AR,CREDITCARD,VISA,7600,Buenos Aires,AR,7600,Buenos Aires,AR,M,7,7,2/28/2007 9:03
E1817520169824607,81QWMIK5-E0S1-X7E7-E4UK-7LY81ASFOJW4,1854.27,CHF,18,A,P,50.75,new york,12801,us,FALSE,en-US,CREDITCARD,VISA,12304,NY,US,12304,NY,US,M,2,20,3/13/2007 2:02
Y4361401466602952,DYXO0TRW-GHY3-A1BB-5XVH-8XTLMT41TZI4,40.3,USD,13,A,P,99.39,illinois,60804,us,FALSE,en-US,CREDITCARD,VISA,60411,IL,US,60411,IL,US,M,3,21,5/12/2007 8:41
Y4565734311654556,FRPF0TIG-I54L-K5QG-CUAP-GV5VBMB7U652,1042.4,EUR,23,A,P,71.118,california,90006,us,FALSE,en-US,CREDITCARD,MC,91765,CA,US,91765,CA,US,M,3,19,5/31/2007 12:08
E2778315646846490,PZGT2MHI-TZDQ-8DAM-PQ7W-VXI40JNJE84W,991.87,USD,13,A,P,173.57,texas,75219,us,FALSE,en-US,CREDITCARD,MC,75077,TX,US,75077,TX,US,M,8,23,2/19/2007 7:28
O9542405231669173,RNB36P32-DOKU-JIXH-JVZF-HVYXD04OU15M,1611.93,EUR,5,A,P,216.145,virginia,24293,us,FALSE,en-US,CREDITCARD,MC,37660,TN,US,37660,TN,US,M,10,18,11/8/2007 1:13
M3702973989572157,EQER0MTN-PKK4-WZU4-QU34-IE3EDGIC2I1P,700.71,ILS,14,A,P,70.45,none,918,pr,FALSE,en-US,CREDITCARD,VISA,,,US,,,US,M,9,6,7/11/2007 1:05
A3342979489994738,4EB38I67-LA0X-ERVT-BHLU-S84KKCPKLUND,1474.17,USD,22,A,P,95.122,madrid,28001,es,TRUE,eu-ES,CREDITCARD,MC,28049,Madrid,ES,28049,Madrid,ES,,3,8,7/14/2007 11:27
V6899865035032591,62IZAJJ1-9Z32-3GLJ-C1WN-QX1ZXLASLT1Y,1439.47,USD,7,A,P,98.202,utah,84105,us,FALSE,en-US,PAYPAL,MC,84124,UT,US,84124,UT,US,M,8,19,3/31/2007 8:59
V7213193596869398,RZCH4PO5-4EKI-GYSB-2W24-D876QPQEMFJR,593.22,ZAR,6,A,P,209.33,utah,84770,us,FALSE,en-US,CREDITCARD,VISA,84737,UT,US,84737,UT,US,M,0,6,6/16/2007 23:57
Z4200420657692245,M3FICJJT-K9T6-B4DD-WSMV-LKE4NWMGU6AU,381.05,USD,14,A,P,216.15,new york,14534,us,FALSE,en-US,CREDITCARD,VISA,84081-5809,UT,US,84081-5809,UT,US,,9,16,2/10/2007 13:45
O4582248563947024,XO2I5MO2-LKZ8-BG9V-142O-1DRGRVTXSX9J,614.82,ARS,9,A,P,90.205,greater london,ub9,gb,FALSE,en-GB,CREDITCARD,VISA,DA11 0EG,,GB,DA11 0EG,,GB,M,3,18,3/10/2007 21:35
G4953746917159086,B5ZM7ZCX-GOQQ-1A13-R17E-P2YHHUTUNK4X,1745.85,USD,12,A,P,174.21,washington,98168,us,FALSE,en-US,CREDITCARD,VISA,,,US,,,US,M,3,14,3/7/2007 4:42
Y4842553338028386,F2PFAXYK-1ACQ-QL4E-A109-2DC5SH75N53M,1178.3,GBP,8,A,P,80.174,madrid,28001,es,FALSE,eu-ES,CREDITCARD,VISA,28028,Madrid,ES,28028,Madrid,ES,M,3,10,6/22/2007 9:52
M7017951317823287,JHQD718L-YRWL-NQOC-PT54-P7RIVNL76WWY,1535.66,EUR,11,A,P,64.79,virginia,20147,us,FALSE,en-US,PAYPAL,VISA,20176,VA,US,20176,VA,US,M,6,0,7/20/2007 14:04
V6818383584106584,KDOJCO1U-2O5F-G9B9-UA66-6JZ9OX5KOMMX,482.38,GBP,13,A,P,94.145,hovedstaden,2620,dk,FALSE,da-DK,CREDITCARD,VISA,5600,,DK,5600,,DK,M,2,6,2/27/2007 5:31
S4116826856583355,QFC04IXF-P4UR-9KQ7-8QRM-I9MIW5PAUK1X,77.5,USD,10,A,P,67.169,california,94117,us,FALSE,en-US,CREDITCARD,,95618,CA,US,95618,CA,US,M,3,5,7/17/2007 8:41
L6025325118729448,DM0MZ9Y0-XSZO-1G31-GGHS-NF9VJC4VIXTJ,342.92,USD,16,A,P,74.179,tennessee,37203,us,FALSE,en-US,CREDITCARD,VISA,37174,TN,US,37174,TN,US,M,3,19,6/16/2007 22:53
K9628766560664473,KS75SB2F-QW40-WWRF-UG4L-8VMO2AGAJ9JV,499.91,AUD,1,A,P,96.25,new york,10020,us,FALSE,en-US,CREDITCARD,AMEX,,,US,,,US,M,4,1,4/1/2007 18:01
W6442944813477372,FHJ659S7-0393-46IB-H6N7-8CQ7YBU10FBW,1886.7,USD,21,A,P,138.16,rhode island,2912,us,FALSE,en-US,CREDITCARD,VISA,97405,OR,US,97405,OR,US,M,6,9,7/21/2007 11:33
A3751226555944741,LRY7D9DZ-QHTF-LBZQ-K03Z-JFHX5PK6GYWR,846.49,USD,3,A,P,99.249,ontario,n5v 1a1,ca,FALSE,en-CA,CREDITCARD,,N5V 2J8,ON,CA,N5V 2J8,ON,CA,M,5,17,7/5/2007 2:06
D8566994460142159,259Y3P1X-TQ5U-94FR-D3OG-B1DVU923LUAI,1486.99,USD,19,A,P,70.215,pennsylvania,19133,us,TRUE,en-US,CREDITCARD,VISA,17406,PA,US,17406,PA,US,M,7,16,5/30/2007 2:31
L8872791528591204,0VLJKLY1-M0ZQ-BZON-L2IP-DWUFD9R02NZP,1648.37,USD,9,A,P,72.187,florida,33603,us,FALSE,en-US,CREDITCARD,VISA,33771,FL,US,33771,FL,US,,4,8,2/10/2007 19:28
J8862526868024688,XW8TFIGZ-O4Y2-F2AE-QLVK-FWTFQ0VWZ4EB,1855.7,USD,4,A,P,109.99,bucuresti,70000,ro,FALSE,en-GB,CREDITCARD,MC,LL16 5TX,,GB,LL16 5TX,,GB,M,8,20,4/16/2007 19:33
N8562205027655400,EHWBDBKP-59L0-RYCP-BQEM-VKK4HU93NXHQ,836.25,USD,16,A,P,96.25,new york,10020,us,FALSE,en-US,CREDITCARD,VISA,11362,NY,US,11362,NY,US,M,2,7,3/17/2007 9:32
L7120397227413753,9QXL3TN2-LWHO-EP15-G8WV-XTF649X9B3WX,647.44,USD,9,A,P,24.137,prince edward island,c1a 1a1,ca,FALSE,en-CA,CREDITCARD,VISA,T2J 2P6,AB,CA,T2J 2P6,AB,CA,M,1,6,9/23/2007 11:35
L2430859382226052,SU2ZBGSA-V2AE-OLZ8-TTSX-RTZI7HUPF5CP,1635.69,EUR,16,A,P,79.41,bolzano,39100,it,FALSE,it-IT,CREDITCARD,,,,,,,,M,3,13,7/8/2007 1:50
